PipeAge,PipeDiameter,PipeLength,PipeBreakage,PipeWallLos,ExpectedPipeAge,Material_CI,Material_Concrete,Material_Ductile Iron,Material_PVC,Material_Polyethene,Material_Steel,PipeRUL
51,1992,1505.860373,458.0300342,28,149,1,0,0,0,0,0,17
3,597,2759.07017,197.4150492,12,197,0,1,0,0,0,0,35
58,498,5028.093331,545.9754182,13,142,0,1,0,0,0,0,8
3,1233,3956.246153,171.3892399,7,197,0,0,0,0,0,1,28
107,1955,3906.075251,1015.19368,21,93,1,0,0,0,0,0,32
32,123,4186.203272,182.3395648,18,168,0,0,0,0,0,0,31
28,198,3038.358454,175.5950595,13,172,0,1,0,0,0,0,23
115,2263,3795.056285,549.8662875,2,85,0,0,0,0,1,0,42
138,2973,4749.196489,891.9018386,40,62,1,0,0,0,0,0,6
58,1405,313.9959819,415.00101,18,142,0,0,0,0,0,0,44
79,3806,2945.044276,476.9816548,29,121,1,0,0,0,0,0,6
106,1389,664.8169914,444.8786368,40,94,1,0,0,0,0,0,41
37,1218,5160.983058,930.5569269,4,163,0,0,1,0,0,0,13
80,777,5932.158738,56.05338844,10,120,0,0,0,1,0,0,16
16,3632,2291.422288,243.1671852,27,184,1,0,0,0,0,0,3
7,2929,2494.766284,928.8848116,25,193,1,0,0,0,0,0,42
76,2281,6098.134285,709.316708,37,124,1,0,0,0,0,0,10
50,712,517.4174351,856.8127187,7,150,0,0,0,0,0,1,14
38,2216,6298.064847,289.4740696,2,162,0,0,0,0,1,0,12
53,1481,5594.925108,135.1392567,24,147,1,0,0,0,0,0,14
56,230,4547.98864,1022.052854,18,144,0,0,0,0,0,0,33
65,1820,815.5758279,358.286094,13,135,0,1,0,0,0,0,5
110,318,4254.891977,285.4469316,10,90,0,0,0,1,0,0,6
86,958,2200.474074,251.4500891,7,114,0,0,0,0,0,1,15
108,3112,2107.748653,131.0200259,17,92,0,0,0,0,0,0,43
73,1047,2314.204654,1055.817135,25,127,1,0,0,0,0,0,28
90,1978,2650.082536,1083.38569,31,110,1,0,0,0,0,0,17
36,3441,993.1670203,71.50052238,38,164,1,0,0,0,0,0,23
41,1292,811.5053195,449.1874462,2,159,0,0,0,0,1,0,17
53,1380,1791.821548,86.07614752,21,147,1,0,0,0,0,0,16
87,2251,4469.11207,649.2366131,17,113,0,0,0,0,0,0,8
93,2311,3472.09647,117.8468448,30,107,1,0,0,0,0,0,1
53,338,509.611187,612.9006967,44,147,1,0,0,0,0,0,7
60,1863,2219.524361,969.9629177,7,140,0,0,0,0,0,1,2
101,1136,5324.748428,943.2115422,11,99,0,1,0,0,0,0,40
148,1087,114.8539811,52.78360176,1,52,0,0,0,0,1,0,7
33,1804,839.7716531,781.7988193,4,167,0,0,1,0,0,0,37
56,2534,616.0070088,98.93432072,37,144,1,0,0,0,0,0,11
82,333,5914.032933,184.9609497,37,118,1,0,0,0,0,0,21
38,3072,2039.606892,218.3871572,5,162,0,0,1,0,0,0,16
150,2027,4473.423134,604.2030762,14,50,0,1,0,0,0,0,7
26,797,5776.364921,487.7578137,40,174,1,0,0,0,0,0,38
108,3243,3492.17205,455.4340321,36,92,1,0,0,0,0,0,21
115,2258,354.7573174,361.2888411,40,85,1,0,0,0,0,0,2
23,3128,4624.391758,254.0229337,33,177,1,0,0,0,0,0,38
98,2252,2661.870564,846.9565125,6,102,0,0,0,0,0,1,5
32,3416,1172.721395,922.92688,29,168,1,0,0,0,0,0,28
3,1475,3694.491974,1063.955431,41,197,1,0,0,0,0,0,18
30,3139,747.8619331,338.1226751,12,170,0,1,0,0,0,0,43
133,1525,6171.584481,1071.846873,4,67,0,0,1,0,0,0,22
97,42,834.3565813,679.2624513,2,103,0,0,0,0,1,0,26
45,1394,4787.410906,1053.142521,22,155,1,0,0,0,0,0,3
3,3406,5306.402096,681.4007783,11,197,0,1,0,0,0,0,25
48,3355,3656.372006,601.4077571,40,152,1,0,0,0,0,0,18
59,102,561.5817695,804.2133956,12,141,0,1,0,0,0,0,34
71,1474,2205.663637,993.4503674,28,129,1,0,0,0,0,0,3
20,2160,3028.435682,122.0388636,11,180,0,1,0,0,0,0,25
144,2830,707.8402905,91.15074936,44,56,1,0,0,0,0,0,17
28,2420,5638.87933,430.3102874,27,172,1,0,0,0,0,0,36
16,1446,277.7749358,509.3162086,19,184,0,0,0,0,0,0,5
39,160,2851.155849,740.7576638,8,161,0,0,0,0,0,1,8
26,1235,1745.016219,725.2836623,42,174,1,0,0,0,0,0,1
139,198,3454.502324,469.7433985,11,61,0,1,0,0,0,0,38
40,1126,431.1746135,836.6162941,4,160,0,0,1,0,0,0,15
47,2979,3721.123848,765.9164201,7,153,0,0,0,0,0,1,4
4,1103,1080.626196,664.1802886,41,196,1,0,0,0,0,0,8
109,3638,5597.331676,979.3641316,33,91,1,0,0,0,0,0,3
66,2098,4769.391231,424.2178854,14,134,0,1,0,0,0,0,38
130,1623,3624.379193,486.6452568,2,70,0,0,0,0,1,0,11
102,640,5035.153053,586.334703,9,98,0,0,0,1,0,0,8
45,1657,1178.711032,1092.525028,37,155,1,0,0,0,0,0,23
149,3578,4779.187382,853.3495205,37,51,1,0,0,0,0,0,3
2,1955,6533.199299,1010.019798,34,198,1,0,0,0,0,0,23
20,3132,923.5790306,105.7451578,12,180,0,1,0,0,0,0,18
106,3645,1971.544605,531.0035991,31,94,1,0,0,0,0,0,39
63,1479,1932.604891,387.4484645,17,137,0,0,0,0,0,0,41
47,1534,5605.255001,228.0083611,37,153,1,0,0,0,0,0,23
17,177,4177.405884,966.5599706,6,183,0,0,0,0,0,1,18
149,3668,1369.762646,19.2529771,42,51,1,0,0,0,0,0,32
110,2819,2154.0694,335.8055321,12,90,0,1,0,0,0,0,12
106,3624,3668.975597,670.2656048,33,94,1,0,0,0,0,0,18
8,1304,2831.862768,214.4792813,41,192,1,0,0,0,0,0,21
109,3095,4313.883369,1000.540078,3,91,0,0,0,0,1,0,8
94,1764,3482.769376,1011.960502,35,106,1,0,0,0,0,0,15
31,903,1829.747278,150.6981226,32,169,1,0,0,0,0,0,23
150,2687,5774.472254,187.6202142,3,50,0,0,0,0,1,0,39
34,2809,2687.566172,977.1600225,7,166,0,0,0,0,0,1,8
126,2050,2337.956776,725.9480148,12,74,0,1,0,0,0,0,9
103,1081,855.7388106,816.3002109,8,97,0,0,0,0,0,1,44
75,2050,3794.684228,1023.418302,21,125,1,0,0,0,0,0,7
102,1033,591.3261291,165.2187695,7,98,0,0,0,0,0,1,30
83,2648,1176.676838,836.2467125,13,117,0,1,0,0,0,0,35
60,73,1472.022088,611.6966936,7,140,0,0,0,0,0,1,34
135,1332,2458.962005,71.00314906,40,65,1,0,0,0,0,0,9
62,2595,6464.292423,1081.974839,12,138,0,1,0,0,0,0,11
6,2100,4479.307723,881.0774096,10,194,0,0,0,1,0,0,41
143,2505,4476.148372,147.6299467,26,57,1,0,0,0,0,0,26
147,2504,4056.211482,362.3347553,36,53,1,0,0,0,0,0,34
105,3523,4957.765941,236.0596365,40,95,1,0,0,0,0,0,5
81,1400,2134.70745,67.17572226,8,119,0,0,0,0,0,1,42
63,2484,3140.541995,380.8235655,17,137,0,0,0,0,0,0,17
55,140,1641.899214,1080.447949,40,145,1,0,0,0,0,0,12
82,644,4465.229029,127.7315308,14,118,0,1,0,0,0,0,6
118,1450,1930.413496,58.93381069,39,82,1,0,0,0,0,0,4
58,1982,4908.531464,258.2175316,19,142,0,0,0,0,0,0,9
28,1073,1289.357524,262.7210269,1,172,0,0,0,0,1,0,15
83,650,2866.703725,344.5038522,12,117,0,1,0,0,0,0,7
3,2007,4818.186855,542.0612583,36,197,1,0,0,0,0,0,31
76,1851,4420.818912,158.0195019,23,124,1,0,0,0,0,0,16
149,475,4951.381789,1089.760924,34,51,1,0,0,0,0,0,7
44,3211,1063.707059,18.47291147,35,156,1,0,0,0,0,0,7
93,420,5735.127069,917.1562635,27,107,1,0,0,0,0,0,23
98,1613,5187.700669,640.286843,16,102,0,0,0,0,0,0,3
8,402,6522.225611,354.6649196,10,192,0,0,0,1,0,0,4
26,1790,5770.126365,485.888062,12,174,0,1,0,0,0,0,34
112,3309,2984.880266,188.8176842,6,88,0,0,0,0,0,1,43
100,3596,3643.809617,418.1974145,11,100,0,1,0,0,0,0,29
39,2700,2632.781408,582.3089754,8,161,0,0,0,0,0,1,9
31,3188,3075.871117,578.4591971,26,169,1,0,0,0,0,0,5
130,2673,519.5045621,587.0828631,37,70,1,0,0,0,0,0,1
20,1183,1396.846636,625.639143,38,180,1,0,0,0,0,0,11
33,3026,3789.021712,114.4276353,43,167,1,0,0,0,0,0,20
35,3039,1957.377396,246.0433273,28,165,1,0,0,0,0,0,44
74,1962,4073.493585,1010.380006,22,126,1,0,0,0,0,0,12
140,2056,1590.469191,478.6721535,29,60,1,0,0,0,0,0,13
58,2484,3678.777557,122.5683631,34,142,1,0,0,0,0,0,22
120,1360,1513.819896,477.7702395,19,80,0,0,0,0,0,0,17
58,747,2877.945194,1086.327956,3,142,0,0,0,0,1,0,40
26,1268,396.1969773,1037.319577,4,174,0,0,1,0,0,0,2
68,1300,3880.588819,693.3429079,43,132,1,0,0,0,0,0,26
9,1057,3584.044311,172.0693068,14,191,0,1,0,0,0,0,41
100,709,454.3500937,446.1947963,28,100,1,0,0,0,0,0,18
141,186,3335.510925,4.206324293,19,59,0,0,0,0,0,0,1
48,1190,4879.892361,285.7555554,25,152,1,0,0,0,0,0,40
60,3612,5910.535592,957.6688317,42,140,1,0,0,0,0,0,36
99,363,6416.894477,895.231809,40,101,1,0,0,0,0,0,17
39,1888,3453.76132,752.6138587,11,161,0,1,0,0,0,0,41
67,2647,5165.323731,155.6858783,37,133,1,0,0,0,0,0,23
1,469,2629.825332,939.8173242,2,199,0,0,0,0,1,0,40
80,3779,2320.403921,845.8712599,18,120,0,0,0,0,0,0,2
45,338,98.05593393,578.5261795,40,155,1,0,0,0,0,0,21
85,1529,6275.282096,505.6856238,25,115,1,0,0,0,0,0,20
74,511,6095.500782,838.9161818,18,126,0,0,0,0,0,0,34
139,3416,2795.768909,356.6972657,35,61,1,0,0,0,0,0,20
27,2726,467.2669549,196.7600834,6,173,0,0,0,0,0,1,1
49,3671,728.8891108,4.310954478,10,151,0,0,0,1,0,0,31
59,3830,2549.703847,1016.838628,24,141,1,0,0,0,0,0,42
66,3193,3732.935041,361.2406869,31,134,1,0,0,0,0,0,20
18,2585,1940.846512,548.4711495,16,182,0,0,0,0,0,0,14
120,1245,2991.153621,906.5832721,30,80,1,0,0,0,0,0,22
134,1665,4979.003619,781.7649205,23,66,1,0,0,0,0,0,32
63,771,5337.202193,823.9024735,10,137,0,0,0,1,0,0,29
72,551,4462.077861,524.8194733,6,128,0,0,0,0,0,1,11
9,990,3322.631093,847.8503552,33,191,1,0,0,0,0,0,5
12,2462,6010.531101,943.4125186,40,188,1,0,0,0,0,0,8
24,1612,5320.139659,639.6140794,27,176,1,0,0,0,0,0,23
72,384,3132.019138,110.8558815,4,128,0,0,1,0,0,0,30
123,3255,4627.428152,973.2311838,23,77,1,0,0,0,0,0,4
128,204,2882.253976,849.8945516,19,72,0,0,0,0,0,0,23
109,172,5946.438776,110.9338854,4,91,0,0,1,0,0,0,20
108,367,3223.080296,709.6823595,24,92,1,0,0,0,0,0,39
130,626,2296.313983,591.7245348,34,70,1,0,0,0,0,0,16
133,770,4298.478368,86.55308381,1,67,0,0,0,0,1,0,24
46,409,5903.619866,345.5830202,27,154,1,0,0,0,0,0,34
130,2561,6442.888491,879.2317967,10,70,0,0,0,1,0,0,12
108,2859,3459.949316,267.2593028,9,92,0,0,0,1,0,0,27
11,339,6500.998546,669.0841233,2,189,0,0,0,0,1,0,36
45,2993,3916.906163,983.0434388,36,155,1,0,0,0,0,0,38
145,1127,557.5399765,440.7205594,15,55,0,1,0,0,0,0,14
34,1208,1707.764981,385.061873,26,166,1,0,0,0,0,0,36
22,3112,2519.044562,150.3329544,24,178,1,0,0,0,0,0,23
60,2622,2740.67691,450.8762885,1,140,0,0,0,0,1,0,28
93,3424,5379.385304,187.2970632,43,107,1,0,0,0,0,0,4
104,1835,5560.031135,765.4453256,11,96,0,1,0,0,0,0,37
42,2176,551.6269422,734.0342368,37,158,1,0,0,0,0,0,9
103,565,2653.141718,452.5618056,4,97,0,0,1,0,0,0,12
115,3459,4525.864559,902.6202688,4,85,0,0,1,0,0,0,14
59,463,3026.188362,675.1571488,17,141,0,0,0,0,0,0,13
9,1714,4448.981936,511.9337949,30,191,1,0,0,0,0,0,14
116,3347,4804.366963,686.1007933,39,84,1,0,0,0,0,0,12
92,3638,1506.071751,30.06981809,42,108,1,0,0,0,0,0,43
124,3289,3552.464671,28.9744749,4,76,0,0,1,0,0,0,20
21,3758,640.897136,1017.546733,22,179,1,0,0,0,0,0,29
72,3264,318.6894338,466.5737894,34,128,1,0,0,0,0,0,32
129,1283,3129.606802,501.6730954,18,71,0,0,0,0,0,0,5
135,3655,3936.647735,401.9432285,8,65,0,0,0,0,0,1,24
130,643,83.76611959,172.8800692,30,70,1,0,0,0,0,0,25
20,2771,2875.119992,195.6450593,7,180,0,0,0,0,0,1,5
151,2236,6346.694361,880.4505025,33,49,1,0,0,0,0,0,32
133,1324,740.6696171,385.8669717,39,67,1,0,0,0,0,0,38
118,1173,4424.081367,397.6862684,40,82,1,0,0,0,0,0,21
70,2693,6291.139114,628.7809697,24,130,1,0,0,0,0,0,40
63,3753,5409.146475,887.3843398,5,137,0,0,1,0,0,0,31
144,2318,6197.548631,617.5743309,34,56,1,0,0,0,0,0,24
121,682,1155.457295,1034.000636,4,79,0,0,1,0,0,0,38
8,2823,5665.130862,767.2546182,37,192,1,0,0,0,0,0,32
42,1870,4858.08421,814.2115273,2,158,0,0,0,0,1,0,39
147,1771,5204.636877,721.7054427,34,53,1,0,0,0,0,0,2
50,1153,6011.429463,899.3912464,44,150,1,0,0,0,0,0,8
59,3691,3726.580555,1065.426055,32,141,1,0,0,0,0,0,41
59,1271,3892.070286,1032.87531,36,141,1,0,0,0,0,0,37
107,2193,660.6162532,607.5405419,19,93,0,0,0,0,0,0,24
77,832,5935.967999,223.0577462,41,123,1,0,0,0,0,0,4
120,1641,2756.762868,757.6859518,4,80,0,0,1,0,0,0,9
37,139,2550.630946,1066.010708,19,163,0,0,0,0,0,0,30
50,234,3608.720057,739.9055182,24,150,1,0,0,0,0,0,14
142,131,6213.080092,577.8182475,6,58,0,0,0,0,0,1,4
15,245,4587.073716,938.3373616,26,185,1,0,0,0,0,0,33
143,3215,1961.636219,1079.277107,44,57,1,0,0,0,0,0,17
34,2465,1387.86824,39.66303908,36,166,1,0,0,0,0,0,38
16,3294,5997.385208,1030.452884,43,184,1,0,0,0,0,0,9
103,1081,329.6161445,525.1636962,44,97,1,0,0,0,0,0,19
18,3528,2350.643835,928.9310904,40,182,1,0,0,0,0,0,31
45,3051,6296.706936,356.2879065,33,155,1,0,0,0,0,0,23
38,1703,1345.102053,56.45173289,44,162,1,0,0,0,0,0,5
123,2712,6102.517724,592.5721322,3,77,0,0,0,0,1,0,38
5,1608,211.2992807,94.46567523,31,195,1,0,0,0,0,0,40
106,2258,4457.47131,72.89517846,19,94,0,0,0,0,0,0,28
93,463,5173.079628,289.1340101,6,107,0,0,0,0,0,1,13
126,1136,1484.714754,373.9068758,39,74,1,0,0,0,0,0,17
6,114,2200.466459,22.64574132,21,194,1,0,0,0,0,0,34
87,3475,3843.197296,339.2491208,32,113,1,0,0,0,0,0,2
56,1433,5371.957055,805.1430403,16,144,0,0,0,0,0,0,43
7,361,3277.622276,764.4424781,17,193,0,0,0,0,0,0,30
5,2026,1791.591521,846.7829415,26,195,1,0,0,0,0,0,3
140,3288,5017.076337,141.825746,13,60,0,1,0,0,0,0,38
95,1716,4257.62559,308.7912855,16,105,0,0,0,0,0,0,27
13,1263,1285.280965,243.7169305,2,187,0,0,0,0,1,0,22
12,3587,4326.993327,619.3872859,9,188,0,0,0,1,0,0,35
18,2043,3226.033319,359.4127905,44,182,1,0,0,0,0,0,29
66,1358,199.3081242,321.1127028,28,134,1,0,0,0,0,0,44
11,484,4781.82095,708.5120841,16,189,0,0,0,0,0,0,35
140,748,3207.793874,765.4561623,23,60,1,0,0,0,0,0,29
140,1921,5176.413896,494.7746916,28,60,1,0,0,0,0,0,28
112,142,5670.03829,1082.031809,44,88,1,0,0,0,0,0,41
15,2400,5416.128909,483.2352646,30,185,1,0,0,0,0,0,10
146,3078,2725.70549,462.8057771,41,54,1,0,0,0,0,0,12
131,2511,3541.890494,89.28897769,4,69,0,0,1,0,0,0,26
28,182,2308.990634,808.67891,26,172,1,0,0,0,0,0,19
128,1622,1979.1377,421.2824276,7,72,0,0,0,0,0,1,13
52,1009,6325.13983,0.797952284,13,148,0,1,0,0,0,0,11
126,2640,4289.629729,50.67454768,23,74,1,0,0,0,0,0,37
108,262,6122.047762,813.0583059,36,92,1,0,0,0,0,0,35
151,2450,3287.271368,652.3192202,44,49,1,0,0,0,0,0,29
11,2896,2927.51451,763.7252549,19,189,0,0,0,0,0,0,22
127,171,4833.053917,683.431327,33,73,1,0,0,0,0,0,30
125,2776,1448.80655,304.4070246,1,75,0,0,0,0,1,0,13
83,1123,2568.943142,598.9959324,29,117,1,0,0,0,0,0,37
148,1053,3460.444498,604.9985362,22,52,1,0,0,0,0,0,16
81,3420,4017.197587,662.3979763,33,119,1,0,0,0,0,0,35
77,3573,4230.733354,1031.333427,22,123,1,0,0,0,0,0,23
79,3063,771.4312997,345.2569191,24,121,1,0,0,0,0,0,22
33,1126,1140.61784,846.3980974,2,167,0,0,0,0,1,0,8
48,2757,2604.856527,450.2431972,27,152,1,0,0,0,0,0,37
76,355,338.955065,1098.093054,30,124,1,0,0,0,0,0,29
105,1360,5315.252143,669.034502,32,95,1,0,0,0,0,0,3
105,3352,3170.132388,845.8236262,42,95,1,0,0,0,0,0,23
77,2816,5986.273331,776.6126458,33,123,1,0,0,0,0,0,28
40,229,4082.166606,740.402325,9,160,0,0,0,1,0,0,11
91,3080,3955.677477,79.4649563,22,109,1,0,0,0,0,0,8
13,954,282.3046534,937.2603297,35,187,1,0,0,0,0,0,43
87,2752,5016.618764,47.94938322,35,113,1,0,0,0,0,0,43
84,3008,5884.981524,872.662689,12,116,0,1,0,0,0,0,38
88,727,2877.279199,939.9983385,40,112,1,0,0,0,0,0,31
54,2519,4663.737785,131.5211294,15,146,0,1,0,0,0,0,30
38,3266,6474.617722,727.535576,26,162,1,0,0,0,0,0,41
87,3697,944.5021263,430.9394156,16,113,0,0,0,0,0,0,20
83,3532,565.650574,258.4351768,4,117,0,0,1,0,0,0,38
53,1953,3093.974552,928.8544043,13,147,0,1,0,0,0,0,30
55,1505,4065.657396,581.9796806,18,145,0,0,0,0,0,0,27
3,3608,5109.517254,544.4900175,20,197,0,0,0,0,0,0,37
44,197,114.0495729,965.0144309,31,156,1,0,0,0,0,0,36
92,288,3905.604217,200.174105,37,108,1,0,0,0,0,0,36
50,1482,1383.242988,206.3542159,16,150,0,0,0,0,0,0,40
102,824,5531.493295,381.3229925,9,98,0,0,0,1,0,0,43
4,913,3590.577415,871.2787626,26,196,1,0,0,0,0,0,6
37,1570,3417.909802,606.5610914,20,163,0,0,0,0,0,0,39
134,2851,6088.364786,623.5080418,22,66,1,0,0,0,0,0,4
3,2490,514.3167854,806.8209196,11,197,0,1,0,0,0,0,12
76,2189,5624.315629,877.6169565,16,124,0,0,0,0,0,0,20
143,3839,3969.116554,214.6399,23,57,1,0,0,0,0,0,24
91,1901,4534.834125,270.4877679,4,109,0,0,1,0,0,0,15
146,783,3063.693135,607.0842874,29,54,1,0,0,0,0,0,1
77,1619,4757.06371,571.6169241,12,123,0,1,0,0,0,0,30
34,786,395.5279204,427.1196856,37,166,1,0,0,0,0,0,31
66,2780,4942.715186,636.1579738,13,134,0,1,0,0,0,0,21
43,743,3833.92807,690.9461539,22,157,1,0,0,0,0,0,11
106,455,1041.70089,361.6646049,31,94,1,0,0,0,0,0,21
53,2985,1544.467884,859.9756373,16,147,0,0,0,0,0,0,10
23,2380,4769.506361,514.5931404,43,177,1,0,0,0,0,0,24
109,1332,1620.358027,276.3191122,32,91,1,0,0,0,0,0,19
116,3013,3389.800264,252.2068146,24,84,1,0,0,0,0,0,11
142,2577,2015.455864,32.64107116,32,58,1,0,0,0,0,0,9
144,2115,5483.698826,52.14705449,36,56,1,0,0,0,0,0,26
25,1133,3919.770754,37.82467103,2,175,0,0,0,0,1,0,41
37,1891,6003.467606,827.3694211,8,163,0,0,0,0,0,1,27
60,2622,4618.910212,363.8832203,31,140,1,0,0,0,0,0,27
79,430,4657.435634,1053.440473,26,121,1,0,0,0,0,0,42
73,2111,3439.525029,394.1992762,37,127,1,0,0,0,0,0,33
38,2523,2977.639934,188.9901305,17,162,0,0,0,0,0,0,31
9,682,1800.368463,693.5969691,4,191,0,0,1,0,0,0,25
134,80,4957.393286,450.6984735,27,66,1,0,0,0,0,0,16
137,3810,2704.232287,955.8804731,40,63,1,0,0,0,0,0,33
70,1295,1404.675583,579.9549694,43,130,1,0,0,0,0,0,23
63,2503,997.4312722,887.3269404,5,137,0,0,1,0,0,0,39
62,2837,3355.660169,858.2049029,37,138,1,0,0,0,0,0,33
23,3517,5114.51892,447.8489977,12,177,0,1,0,0,0,0,29
38,62,4201.281177,493.0477037,18,162,0,0,0,0,0,0,42
75,901,211.5975646,488.9400814,43,125,1,0,0,0,0,0,7
152,3145,3214.334009,744.3694689,30,48,1,0,0,0,0,0,24
122,1274,804.7020864,378.6438449,4,78,0,0,1,0,0,0,26
83,666,5853.719086,895.2727647,42,117,1,0,0,0,0,0,9
70,2579,219.7063911,1097.220643,2,130,0,0,0,0,1,0,17
117,1235,4666.436395,64.87700488,28,83,1,0,0,0,0,0,25
27,2255,657.2075568,723.6754527,23,173,1,0,0,0,0,0,30
122,958,998.6822459,812.7665775,43,78,1,0,0,0,0,0,14
85,3296,4640.400327,518.3299035,32,115,1,0,0,0,0,0,27
32,2099,3603.99424,495.4310966,37,168,1,0,0,0,0,0,32
5,609,1013.959018,347.3057521,40,195,1,0,0,0,0,0,30
4,1981,2262.633307,981.5526319,14,196,0,1,0,0,0,0,35
67,1451,2199.878317,35.00099381,42,133,1,0,0,0,0,0,13
105,1347,796.6053386,966.0602992,10,95,0,0,0,1,0,0,8
151,3651,4626.530222,832.1211555,28,49,1,0,0,0,0,0,9
114,1604,465.2117357,105.8254892,26,86,1,0,0,0,0,0,43
41,1641,1581.799335,364.4800446,25,159,1,0,0,0,0,0,1
72,928,454.8180726,3.655931787,39,128,1,0,0,0,0,0,28
57,1316,3716.061447,893.6401278,29,143,1,0,0,0,0,0,7
43,2744,3922.566475,226.522187,12,157,0,1,0,0,0,0,41
104,859,5408.612021,612.5983242,5,96,0,0,1,0,0,0,12
3,223,4678.646321,755.108051,24,197,1,0,0,0,0,0,1
8,1212,4237.066843,353.9915353,21,192,1,0,0,0,0,0,21
96,1209,3600.252813,943.038822,35,104,1,0,0,0,0,0,5
16,3112,4643.485042,855.7656071,43,184,1,0,0,0,0,0,12
39,1509,1639.255692,356.4815215,19,161,0,0,0,0,0,0,43
149,3519,5100.617059,326.8967183,20,51,0,0,0,0,0,0,17
148,3471,6543.701441,740.2400251,21,52,1,0,0,0,0,0,44
3,1295,2226.136176,705.2192443,36,197,1,0,0,0,0,0,5
138,3076,2191.712867,548.5229933,15,62,0,1,0,0,0,0,43
5,939,5148.688902,939.4762881,40,195,1,0,0,0,0,0,23
88,2103,468.7007416,573.8581758,3,112,0,0,0,0,1,0,18
67,375,4767.98071,960.748099,37,133,1,0,0,0,0,0,26
14,1829,3258.059993,828.2422956,2,186,0,0,0,0,1,0,11
15,127,6187.99636,261.2864092,23,185,1,0,0,0,0,0,12
59,3303,4217.804761,839.5195795,21,141,1,0,0,0,0,0,15
99,3467,6523.843315,507.943691,7,101,0,0,0,0,0,1,5
43,1816,2519.364946,930.8025928,36,157,1,0,0,0,0,0,15
104,1807,253.2415068,856.2760241,24,96,1,0,0,0,0,0,7
68,2521,2507.413069,159.4451437,3,132,0,0,0,0,1,0,10
152,1793,3753.263778,416.8627281,21,48,1,0,0,0,0,0,42
152,315,587.6506205,33.21912769,32,48,1,0,0,0,0,0,25
50,3198,6395.540882,777.4493185,24,150,1,0,0,0,0,0,14
50,711,2030.136683,791.4599556,23,150,1,0,0,0,0,0,15
126,2463,6253.337854,73.64226458,44,74,1,0,0,0,0,0,42
12,2699,1530.110043,667.8177894,2,188,0,0,0,0,1,0,19
129,516,2646.971407,618.085879,36,71,1,0,0,0,0,0,15
55,2801,390.5999861,951.9988876,38,145,1,0,0,0,0,0,44
111,2210,2591.433641,340.4142699,7,89,0,0,0,0,0,1,25
51,2558,4154.27964,687.3053558,2,149,0,0,0,0,1,0,36
56,2736,6110.76394,1060.589307,32,144,1,0,0,0,0,0,24
135,1394,2970.909995,231.4719751,33,65,1,0,0,0,0,0,35
67,372,1440.146532,314.1421563,13,133,0,1,0,0,0,0,1
116,901,3171.705266,568.5870652,20,84,0,0,0,0,0,0,33
85,1976,5477.662024,106.1072243,10,115,0,0,0,1,0,0,40
136,1288,4809.9598,494.4508613,1,64,0,0,0,0,1,0,9
20,2925,5778.215082,270.6098732,9,180,0,0,0,1,0,0,4
26,3230,2548.668269,150.799883,26,174,1,0,0,0,0,0,36
118,3153,187.3374426,1.651081296,26,82,1,0,0,0,0,0,14
132,2635,5084.423351,906.2522734,17,68,0,0,0,0,0,0,6
97,572,2617.99977,56.7488625,21,103,1,0,0,0,0,0,11
86,2508,6505.599257,94.24613991,29,114,1,0,0,0,0,0,6
5,2269,5016.870678,470.7340716,36,195,1,0,0,0,0,0,27
82,1897,402.9488889,408.2518158,14,118,0,1,0,0,0,0,22
129,1479,1508.379963,540.040385,14,71,0,1,0,0,0,0,43
147,2641,3123.938889,79.37071368,9,53,0,0,0,1,0,0,31
120,1845,2875.064297,464.7921282,20,80,0,0,0,0,0,0,28
125,2935,5874.03688,483.8487736,19,75,0,0,0,0,0,0,5
73,425,3607.022151,1005.782025,42,127,1,0,0,0,0,0,3
11,176,3169.959781,255.7584498,8,189,0,0,0,0,0,1,37
49,1000,6380.198203,10.53583788,27,151,1,0,0,0,0,0,3
152,139,4674.379287,343.4971044,37,48,1,0,0,0,0,0,32
100,3172,4729.9698,953.3936455,42,100,1,0,0,0,0,0,25
8,153,5667.567793,48.9161909,30,192,1,0,0,0,0,0,1
66,1751,5683.956335,438.7476839,8,134,0,0,0,0,0,1,1
67,2571,3438.884966,959.1066869,37,133,1,0,0,0,0,0,38
57,656,6144.694914,364.3235668,27,143,1,0,0,0,0,0,15
50,1787,2631.165105,331.396247,21,150,1,0,0,0,0,0,36
23,3303,1565.320463,126.5770946,43,177,1,0,0,0,0,0,41
18,798,5335.507182,702.885938,32,182,1,0,0,0,0,0,20
89,1352,3945.89398,130.1467439,6,111,0,0,0,0,0,1,1
61,529,4575.025613,541.9210967,10,139,0,0,0,1,0,0,43
41,1779,14.43501823,153.3997816,3,159,0,0,0,0,1,0,36
33,1793,2860.525378,822.4310487,31,167,1,0,0,0,0,0,7
78,3805,6297.697062,607.8006091,22,122,1,0,0,0,0,0,32
18,3170,2316.320332,430.1300712,26,182,1,0,0,0,0,0,22
4,2227,1437.798708,867.85983,27,196,1,0,0,0,0,0,37
83,2825,5328.624365,931.9154184,39,117,1,0,0,0,0,0,16
66,2300,2661.477308,1094.842378,20,134,0,0,0,0,0,0,3
31,1680,1452.597182,811.5612347,14,169,0,1,0,0,0,0,39
16,649,5450.653254,1016.475257,5,184,0,0,1,0,0,0,14
31,3144,2863.363693,1020.406272,39,169,1,0,0,0,0,0,8
